2.068066e-01  1.525785e-06 
2.375917e-01  1.731566e-04 
2.685835e-01  2.704512e-04 
2.995753e-01  3.252172e-04 
3.305670e-01  3.549430e-04 
3.615587e-01  3.693756e-04 
3.925505e-01  3.742124e-04 
4.235423e-01  3.729137e-04 
4.545340e-01  3.676481e-04 
4.855257e-01  3.598096e-04 
5.165175e-01  3.503137e-04 
5.475092e-01  3.397725e-04 
5.785010e-01  3.286012e-04 
6.094928e-01  3.170848e-04 
6.404845e-01  3.054214e-04 
6.714762e-01  2.937494e-04 
7.024680e-01  2.821665e-04 
7.334597e-01  2.707421e-04 
7.644515e-01  2.595256e-04 
7.954432e-01  2.485521e-04 
8.264350e-01  2.378470e-04 
8.574268e-01  2.274282e-04 
8.884185e-01  2.173082e-04 
9.194102e-01  2.074957e-04 
9.504020e-01  1.979965e-04 
9.813937e-01  1.888140e-04 
1.012385e+00  1.799498e-04 
1.043377e+00  1.714039e-04 
1.074369e+00  1.631752e-04 
1.105361e+00  1.552615e-04 
1.136352e+00  1.476597e-04 
1.167344e+00  1.403657e-04 
1.198336e+00  1.333748e-04 
1.229328e+00  1.266815e-04 
1.260320e+00  1.202799e-04 
1.291311e+00  1.141633e-04 
1.322303e+00  1.083247e-04 
1.353295e+00  1.027565e-04 
1.384286e+00  9.745082e-05 
1.415278e+00  9.239956e-05 
1.446270e+00  8.759429e-05 
1.477262e+00  8.302640e-05 
1.508253e+00  7.868719e-05 
1.539245e+00  7.456785e-05 
1.570237e+00  7.065959e-05 
1.601229e+00  6.695360e-05 
1.632220e+00  6.344117e-05 
1.663212e+00  6.011370e-05 
1.694204e+00  5.696270e-05 
1.725196e+00  5.397988e-05 
1.756188e+00  5.115713e-05 
1.787179e+00  4.848658e-05 
1.818171e+00  4.596058e-05 
1.849163e+00  4.357173e-05 
1.880154e+00  4.131291e-05 
1.911146e+00  3.917725e-05 
1.942138e+00  3.715817e-05 
1.973130e+00  3.524935e-05 
2.004122e+00  3.344478e-05 
2.035113e+00  3.173869e-05 
2.066105e+00  6.267063e-04 
2.097097e+00  6.751617e-04 
2.128089e+00  7.591982e-05 
2.159080e+00  7.332661e-05 
2.190072e+00  7.080026e-05 
2.221064e+00  6.833966e-05 
2.252055e+00  6.594374e-05 
2.283047e+00  9.940223e-03 
2.314039e+00  9.937954e-03 
2.345031e+00  5.913361e-05 
2.376022e+00  5.698605e-05 
2.407014e+00  5.489807e-05 
2.438006e+00  5.286866e-05 
2.468998e+00  5.089685e-05 
2.499989e+00  4.898167e-05 
2.530981e+00  4.712214e-05 
2.561973e+00  4.531727e-05 
2.592965e+00  4.356611e-05 
2.623956e+00  4.186769e-05 
2.654948e+00  4.022101e-05 
2.685940e+00  3.862513e-05 
2.716932e+00  3.707906e-05 
2.747923e+00  3.558183e-05 
2.778915e+00  3.413247e-05 
2.809907e+00  3.272999e-05 
2.840899e+00  3.137344e-05 
2.871890e+00  3.006182e-05 
2.902882e+00  2.879418e-05 
2.933874e+00  2.756952e-05 
2.964866e+00  2.638690e-05 
2.995858e+00  2.524532e-05 
3.026849e+00  2.414384e-05 
3.057841e+00  2.308148e-05 
3.088833e+00  2.205728e-05 
3.119825e+00  2.107030e-05 
3.150816e+00  2.011959e-05 
3.181808e+00  1.920419e-05 
3.212800e+00  1.832318e-05 
3.243791e+00  1.747564e-05 
3.274783e+00  1.666063e-05 
3.305775e+00  1.587725e-05 
3.336767e+00  1.512460e-05 
3.367758e+00  1.440179e-05 
3.398750e+00  1.370794e-05 
3.429742e+00  1.304217e-05 
3.460734e+00  1.240364e-05 
3.491725e+00  1.179150e-05 
3.522717e+00  1.120492e-05 
3.553709e+00  1.064308e-05 
3.584701e+00  1.010518e-05 
3.615692e+00  9.590421e-06 
3.646684e+00  9.098034e-06 
3.677676e+00  8.627257e-06 
3.708668e+00  8.177345e-06 
3.739659e+00  7.747566e-06 
3.770651e+00  7.337206e-06 
3.801643e+00  6.945567e-06 
3.832635e+00  6.571964e-06 
3.863626e+00  6.215730e-06 
3.894618e+00  5.876213e-06 
3.925610e+00  5.552780e-06 
3.956602e+00  5.244810e-06 
3.987594e+00  4.951700e-06 
4.018585e+00  4.672865e-06 
4.049577e+00  4.407732e-06 
4.080569e+00  4.155748e-06 
4.111560e+00  3.916374e-06 
4.142552e+00  3.689086e-06 
4.173544e+00  3.473377e-06 
4.204536e+00  3.268756e-06 
4.235527e+00  3.074746e-06 
4.266519e+00  2.890885e-06 
4.297511e+00  2.716729e-06 
4.328503e+00  2.551844e-06 
4.359494e+00  2.395814e-06 
4.390486e+00  2.248237e-06 
4.421478e+00  2.108724e-06 
4.452470e+00  1.976900e-06 
4.483461e+00  1.852403e-06 
4.514453e+00  1.734886e-06 
4.545445e+00  1.624014e-06 
4.576437e+00  1.519464e-06 
4.607429e+00  1.420926e-06 
4.638420e+00  1.328103e-06 
4.669412e+00  1.240709e-06 
4.700404e+00  1.158468e-06 
4.731395e+00  1.081118e-06 
4.762387e+00  1.008407e-06 
4.793379e+00  9.400916e-07 
4.824371e+00  8.759413e-07 
4.855363e+00  8.157344e-07 
4.886354e+00  7.592591e-07 
4.917346e+00  7.063129e-07 
4.948338e+00  6.567025e-07 
4.979329e+00  6.102435e-07 
5.010321e+00  5.667596e-07 
5.041313e+00  5.260832e-07 
5.072305e+00  4.880544e-07 
5.103296e+00  4.525208e-07 
5.134288e+00  4.193378e-07 
5.165280e+00  3.883676e-07 
5.196272e+00  3.594792e-07 
