1
27 1.8487
B2O3 0.042
F 0.0017
Na2O 0.0013
MgO 0.032
Al2O3 0.1580
SiO2 0.3650
P2O5 0.0058
K2O 0.0216
CaO 0.0083
TiO2 0.0390
V2O5 0.0001
Cr2O3 0.0015
MnO 0.2030
Fe2O3 0.0116
ZnO 0.074
GeO2 0.0008
Se 0.0001
Rb2O 0.0004
SrO 0.0071
ZrO2 0.0015
CdO 0.0039
In2O3 0.0004
TeO2 0.0004
Cs2O 0.0004
BaO 0.0200
ThO2 0.0004
UO2 0.0001
