1
11 0.894
ZrO2 0.9481
Fe2O3 0.0007
Y2O3 0.0013
HfO2 0.0097
SiO2 0.0006
TiO2 0.0003
Sc2O3 0.0006
Li3PO4 0.0012
ELVACIT 0.0356
KCl 0.0012
CaCO3 0.0352
