1
10 0.703
ZrO2 0.42193
RuO2 0.29760
Y2O3 0.08230
HfO2 0.02464
Al2O3 0.02407
SiO2 0.02459
K 0.01954
Na 0.01628
Cl 0.04283
ELVACIT 0.04557
