1
8 0.6713
BaO 0.0281625
Sb2O3 0.0063965
CdO 0.0279583
WO3 0.0048561
MoO3 0.0226091
Nb2O5 0.0047559
Y2O3 0.028055
Li2B4O7 0.88214
